Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
Iceland,ISL,2021-08-31,298903,60590,115445,53752,0,0,0,0
Iceland,ISL,2021-09-01,299660,60651,115445,53764,0,0,0,0
Iceland,ISL,2021-09-02,300893,60733,115445,53770,0,0,0,0
Iceland,ISL,2021-09-03,301045,60812,115458,53774,0,0,0,0
Iceland,ISL,2021-09-04,301045,60812,115458,53774,0,0,0,0
Iceland,ISL,2021-09-05,301045,60812,115458,53774,0,0,0,0
Iceland,ISL,2021-09-06,301218,60921,115458,53787,0,0,0,0
Iceland,ISL,2021-09-07,301415,61540,115458,53790,0,0,0,0
Iceland,ISL,2021-09-08,302733,61676,115458,53799,0,0,0,0
Iceland,ISL,2021-09-09,304331,62408,115458,53806,0,0,0,0
Iceland,ISL,2021-09-10,304492,62503,115470,53814,0,0,0,0
Iceland,ISL,2021-09-11,304493,62504,115470,53814,0,0,0,0
Iceland,ISL,2021-09-12,304493,62504,115470,53814,0,0,0,0
Iceland,ISL,2021-09-13,307907,62507,115470,53819,0,0,0,0
Iceland,ISL,2021-09-14,311194,62507,115470,53819,0,0,0,0
Iceland,ISL,2021-09-15,314546,62513,115470,53822,0,0,0,0
Iceland,ISL,2021-09-16,316449,62513,115471,53824,0,0,0,0
Iceland,ISL,2021-09-17,316841,62513,115477,53841,0,0,0,0
Iceland,ISL,2021-09-18,316841,62513,115477,53841,0,0,0,0
Iceland,ISL,2021-09-19,316842,62513,115477,53841,0,0,0,0
Iceland,ISL,2021-09-20,317492,62514,115477,53857,0,0,0,0
Iceland,ISL,2021-09-21,317741,62514,115477,53862,0,0,0,0
Iceland,ISL,2021-09-22,319624,62531,115477,53867,0,0,0,0
Iceland,ISL,2021-09-23,320789,62532,115477,53867,0,0,0,0
Iceland,ISL,2021-09-24,321087,62532,115483,53867,0,0,0,0
Iceland,ISL,2021-09-25,321088,62532,115483,53867,0,0,0,0
Iceland,ISL,2021-09-26,321088,62532,115483,53867,0,0,0,0
Iceland,ISL,2021-09-27,321344,62532,115483,53867,0,0,0,0
Iceland,ISL,2021-09-28,322068,62532,115483,53867,0,0,0,0
Iceland,ISL,2021-09-29,322891,62541,115483,53886,0,0,0,0
Iceland,ISL,2021-09-30,324372,62541,115483,53886,0,0,0,0
Iceland,ISL,2021-10-01,324612,62541,115488,53886,0,0,0,0
Iceland,ISL,2021-10-02,324612,62542,115488,53886,0,0,0,0
Iceland,ISL,2021-10-03,324612,62542,115488,53886,0,0,0,0
Iceland,ISL,2021-10-04,324847,62542,115488,53886,0,0,0,0
Iceland,ISL,2021-10-05,325495,62542,115488,53886,0,0,0,0
Iceland,ISL,2021-10-06,326625,62554,115488,53918,0,0,0,0
Iceland,ISL,2021-10-07,327593,62554,115488,53918,0,0,0,0
Iceland,ISL,2021-10-08,327837,62554,115494,53924,0,0,0,0
Iceland,ISL,2021-10-09,327837,62554,115494,53924,0,0,0,0
Iceland,ISL,2021-10-10,327837,62554,115494,53924,0,0,0,0
Iceland,ISL,2021-10-11,328095,62554,115494,53924,0,0,0,0
Iceland,ISL,2021-10-12,328847,62554,115494,53924,0,0,0,0
Iceland,ISL,2021-10-13,330414,62569,115494,53949,0,0,0,0
Ireland,IRL,2021-01-01,0,0,0,0,0,0,0,0
Ireland,IRL,2021-01-08,50462,3,3,1,0,0,0,0
Ireland,IRL,2021-01-15,97336,1917,13,1,0,0,0,0
Ireland,IRL,2021-01-22,147226,1929,23,1,0,0,0,0
Ireland,IRL,2021-01-29,201134,1933,32,1,0,0,0,0
Ireland,IRL,2021-02-05,254425,1941,59,1,0,0,0,0
Ireland,IRL,2021-02-12,267983,3882,17640,1,0,0,0,0
Ireland,IRL,2021-02-19,331740,5087,38211,2,0,0,0,0
Ireland,IRL,2021-02-26,382293,9528,71864,2,0,0,0,0
Ireland,IRL,2021-03-05,434335,16834,99414,2,0,0,0,0
Ireland,IRL,2021-03-12,487123,20854,132341,2,0,0,0,0
Ireland,IRL,2021-03-19,549378,22586,135650,3,0,0,0,0
Ireland,IRL,2021-03-26,635592,30492,173342,4,0,0,0,0
Ireland,IRL,2021-04-02,727496,43143,208233,4,0,0,0,0
Ireland,IRL,2021-04-09,818228,51497,239573,5,0,0,0,0
Ireland,IRL,2021-04-16,958384,56300,247998,8,0,0,0,0
Ireland,IRL,2021-04-23,1083110,69600,305611,8,0,0,0,0
Ireland,IRL,2021-04-30,1199627,83713,389045,8,0,0,0,0
Ireland,IRL,2021-05-07,1315488,93404,515302,270,0,0,0,0
Ireland,IRL,2021-05-14,1534409,119361,594710,1053,0,0,0,0
Ireland,IRL,2021-05-21,1770325,158636,609473,40143,0,0,0,0
Ireland,IRL,2021-05-28,1973011,194453,659812,57521,0,0,0,0
Ireland,IRL,2021-06-04,2156824,233637,696863,70583,0,0,0,0
Ireland,IRL,2021-06-11,2390231,273483,714509,71850,0,0,0,0
Ireland,IRL,2021-06-18,2613326,316662,808204,73799,0,0,0,0
Ireland,IRL,2021-06-25,2832711,355986,917850,78116,0,0,0,0
Ireland,IRL,2021-07-02,3042900,401852,1022198,81836,0,0,0,0
Ireland,IRL,2021-07-09,3257662,435119,1127129,116374,0,0,0,0
Ireland,IRL,2021-07-16,3491892,471932,1179522,165235,0,0,0,0
Ireland,IRL,2021-07-23,3752695,498880,1183708,201494,0,0,0,0
Ireland,IRL,2021-07-30,3986821,513843,1186359,217935,0,0,0,0
Ireland,IRL,2021-08-06,4156424,533212,1187605,223980,0,0,0,0
Ireland,IRL,2021-08-13,4316736,548803,1187969,227865,0,0,0,0
Ireland,IRL,2021-08-20,4459378,556573,1188648,230928,0,0,0,0
Ireland,IRL,2021-08-27,4551482,562001,1189202,232816,0,0,0,0
Ireland,IRL,2021-09-03,4607955,566076,1189299,233723,0,0,0,0
Ireland,IRL,2021-09-10,4641133,567548,1189406,234392,0,0,0,0
Ireland,IRL,2021-09-17,4669648,568002,1189462,234895,0,0,0,0
Ireland,IRL,2021-09-24,4692116,568548,1189491,235316,0,0,0,0
Ireland,IRL,2021-10-01,4711002,568743,1189511,235680,0,0,0,0
Ireland,IRL,2021-10-08,4724036,568808,1189513,235896,0,0,0,0
Ireland,IRL,2021-10-15,4734966,568854,1189519,235959,0,0,0,0
Ireland,IRL,2021-10-19,4735950,568861,1189519,235962,0,0,0,0
Italy,ITA,2020-12-27,7333,0,0,0,0,0,0,0
Italy,ITA,2020-12-28,8831,3,0,0,0,0,0,0
Italy,ITA,2020-12-29,9917,5,0,0,0,0,0,0
Italy,ITA,2020-12-30,14745,13,0,0,0,0,0,0
Italy,ITA,2020-12-31,40567,13,0,0,0,0,0,0
Italy,ITA,2021-01-01,51798,16,0,0,0,0,0,0
Italy,ITA,2021-01-02,90859,23,0,0,0,0,0,0
Italy,ITA,2021-01-03,126679,41,0,0,0,0,0,0
Italy,ITA,2021-01-04,196681,50,0,6,0,0,0,0
Italy,ITA,2021-01-05,277604,51,0,8,0,0,0,0
Italy,ITA,2021-01-06,343580,57,0,9,0,0,0,0
Italy,ITA,2021-01-07,436985,61,0,11,0,0,0,0
Italy,ITA,2021-01-08,533999,122,0,11,0,0,0,0
Italy,ITA,2021-01-09,622321,167,0,11,0,0,0,0
Italy,ITA,2021-01-10,683293,167,0,11,0,0,0,0
Italy,ITA,2021-01-11,765393,308,0,11,0,0,0,0
Italy,ITA,2021-01-12,848572,428,0,11,0,0,0,0
Italy,ITA,2021-01-13,944262,532,0,11,0,0,0,0
Italy,ITA,2021-01-14,1038960,794,0,11,0,0,0,0
Italy,ITA,2021-01-15,1128599,1998,0,11,0,0,0,0
Italy,ITA,2021-01-16,1193280,3044,0,11,0,0,0,0
Italy,ITA,2021-01-17,1230385,3425,0,11,0,0,0,0
Italy,ITA,2021-01-18,1273595,4699,2,11,0,0,0,0
Italy,ITA,2021-01-19,1304621,7080,2,11,0,0,0,0
Italy,ITA,2021-01-20,1332353,10703,2,11,0,0,0,0
Italy,ITA,2021-01-21,1365646,13707,2,11,0,0,0,0
Italy,ITA,2021-01-22,1390832,15670,6,11,0,0,0,0
Italy,ITA,2021-01-23,1429044,16719,6,11,0,0,0,0
Italy,ITA,2021-01-24,1462224,17509,6,11,0,0,0,0
Italy,ITA,2021-01-25,1530998,18195,6,11,0,0,0,0
Italy,ITA,2021-01-26,1610959,18944,6,11,0,0,0,0
Italy,ITA,2021-01-27,1681264,19707,6,11,0,0,0,0
Italy,ITA,2021-01-28,1774326,20582,6,11,0,0,0,0
Italy,ITA,2021-01-29,1872043,21673,6,11,0,0,0,0
Italy,ITA,2021-01-30,1962108,22157,7,11,0,0,0,0
Italy,ITA,2021-01-31,2021721,22368,8,11,0,0,0,0
Italy,ITA,2021-02-01,2107120,22926,9,11,0,0,0,0
Italy,ITA,2021-02-02,2194316,24067,35,12,0,0,0,0
Italy,ITA,2021-02-03,2292934,25474,36,12,0,0,0,0
Italy,ITA,2021-02-04,2399853,27144,38,14,0,0,0,0
Italy,ITA,2021-02-05,2504390,30406,40,14,0,0,0,0
Italy,ITA,2021-02-06,2580193,32513,40,15,0,0,0,0
Italy,ITA,2021-02-07,2621583,33429,45,15,0,0,0,0
Italy,ITA,2021-02-08,2685920,36089,46,17,0,0,0,0
Italy,ITA,2021-02-09,2749561,39530,69,17,0,0,0,0
Italy,ITA,2021-02-10,2819786,42486,72,17,0,0,0,0
Italy,ITA,2021-02-11,2888639,45887,2975,17,0,0,0,0
Italy,ITA,2021-02-12,2954022,50125,7731,17,0,0,0,0
Italy,ITA,2021-02-13,2997630,54064,13034,17,0,0,0,0
Italy,ITA,2021-02-14,3018957,55585,20188,17,0,0,0,0
Italy,ITA,2021-02-15,3070790,59852,27100,17,0,0,0,0
Italy,ITA,2021-02-16,3126029,66696,36427,17,0,0,0,0
Italy,ITA,2021-02-17,3186074,74511,49209,17,0,0,0,0
Italy,ITA,2021-02-18,3251827,81668,66744,17,0,0,0,0
Italy,ITA,2021-02-19,3318577,88932,86147,17,0,0,0,0
Italy,ITA,2021-02-20,3371351,95384,105517,17,0,0,0,0
Italy,ITA,2021-02-21,3406360,100879,116200,17,0,0,0,0
Italy,ITA,2021-02-22,3482747,107082,139651,17,0,0,0,0
Italy,ITA,2021-02-23,3559414,112474,164541,17,0,0,0,0
Italy,ITA,2021-02-24,3648078,118878,191976,17,0,0,0,0
Italy,ITA,2021-02-25,3738886,125177,223838,17,0,0,0,0
Italy,ITA,2021-02-26,3831449,131335,264157,17,0,0,0,0
Italy,ITA,2021-02-27,3906624,138428,309029,17,0,0,0,0
Italy,ITA,2021-02-28,3955670,141168,335786,17,0,0,0,0
Italy,ITA,2021-03-01,4044209,148237,376346,18,0,0,0,0
Italy,ITA,2021-03-02,4142698,155751,432917,18,0,0,0,0
Italy,ITA,2021-03-03,4262175,165709,491401,18,0,0,0,0
Italy,ITA,2021-03-04,4388457,176762,552794,18,0,0,0,0
Italy,ITA,2021-03-05,4516150,189044,619717,18,0,0,0,0
Italy,ITA,2021-03-06,4617280,202397,683750,19,0,0,0,0
Italy,ITA,2021-03-07,4675608,210595,720480,19,0,0,0,0
Italy,ITA,2021-03-08,4784864,222963,781115,20,0,0,0,0
Italy,ITA,2021-03-09,4904453,235769,844789,20,0,0,0,0
Italy,ITA,2021-03-10,5042453,246972,912139,21,0,0,0,0
Italy,ITA,2021-03-11,5183036,259470,984347,23,0,0,0,0
Italy,ITA,2021-03-12,5312567,269822,1057634,28,0,0,0,0
Italy,ITA,2021-03-13,5411354,281206,1124938,30,0,0,0,0
Italy,ITA,2021-03-14,5469684,288204,1165839,31,0,0,0,0
Italy,ITA,2021-03-15,5582858,299326,1217173,36,0,0,0,0
Italy,ITA,2021-03-16,5711378,311345,1217367,40,0,0,0,0
Italy,ITA,2021-03-17,5865947,323051,1217407,45,0,0,0,0
Italy,ITA,2021-03-18,6016970,336152,1217505,51,0,0,0,0
Italy,ITA,2021-03-19,6163261,347728,1236168,57,0,0,0,0
Italy,ITA,2021-03-20,6275769,360203,1287522,59,0,0,0,0
Italy,ITA,2021-03-21,6352010,369815,1332344,62,0,0,0,0
Italy,ITA,2021-03-22,6465395,381883,1403604,62,0,0,0,0
Italy,ITA,2021-03-23,6597828,395759,1484434,64,0,0,0,0
Italy,ITA,2021-03-24,6762526,411429,1562395,65,0,0,0,0
Italy,ITA,2021-03-25,6932646,429920,1645597,65,0,0,0,0
Italy,ITA,2021-03-26,7101671,449444,1729644,68,0,0,0,0
Italy,ITA,2021-03-27,7245844,478545,1797970,71,0,0,0,0
Italy,ITA,2021-03-28,7336427,496000,1853855,71,0,0,0,0
Italy,ITA,2021-03-29,7482220,520637,1927595,71,0,0,0,0
Italy,ITA,2021-03-30,7648378,549885,2002879,73,0,0,0,0
Italy,ITA,2021-03-31,7859582,573447,2075418,93,0,0,0,0
Italy,ITA,2021-04-01,8066668,598750,2131621,95,0,0,0,0
Italy,ITA,2021-04-02,8252594,629386,2198557,95,0,0,0,0
Italy,ITA,2021-04-03,8399404,665872,2246070,96,0,0,0,0
Italy,ITA,2021-04-04,8445298,677857,2284462,96,0,0,0,0
Italy,ITA,2021-04-05,8536965,698112,2343741,100,0,0,0,0
Italy,ITA,2021-04-06,8697124,738972,2429377,140,0,0,0,0
Italy,ITA,2021-04-07,8918195,769185,2512635,142,0,0,0,0
Italy,ITA,2021-04-08,9165364,803670,2570867,143,0,0,0,0
Italy,ITA,2021-04-09,9412438,839850,2624099,157,0,0,0,0
Italy,ITA,2021-04-10,9632074,881041,2685188,158,0,0,0,0
Italy,ITA,2021-04-11,9779063,899027,2722687,162,0,0,0,0
Italy,ITA,2021-04-12,9943488,923831,2801555,168,0,0,0,0
Italy,ITA,2021-04-13,10109648,952088,2897446,170,0,0,0,0
Italy,ITA,2021-04-14,10303506,979348,2998583,172,0,0,0,0
Italy,ITA,2021-04-15,10540262,1004496,3089551,172,0,0,0,0
Italy,ITA,2021-04-16,10792107,1026165,3197328,173,0,0,0,0
Italy,ITA,2021-04-17,11021551,1048706,3306259,173,0,0,0,0
Italy,ITA,2021-04-18,11177755,1062245,3379298,174,0,0,0,0
Italy,ITA,2021-04-19,11375657,1079499,3475869,176,0,0,0,0
Italy,ITA,2021-04-20,11588896,1103598,3573163,177,0,0,0,0
Italy,ITA,2021-04-21,11830554,1133926,3675387,180,0,0,0,0
Italy,ITA,2021-04-22,12105835,1167068,3767114,471,0,0,0,0
Italy,ITA,2021-04-23,12382200,1200130,3863588,1016,0,0,0,0
Italy,ITA,2021-04-24,12630500,1242976,3957435,4052,0,0,0,0
Italy,ITA,2021-04-25,12781414,1275724,4033325,12804,0,0,0,0
Italy,ITA,2021-04-26,13013376,1314994,4098087,22164,0,0,0,0
Italy,ITA,2021-04-27,13256470,1368652,4166024,31987,0,0,0,0
Italy,ITA,2021-04-28,13525492,1423418,4243251,40932,0,0,0,0
Italy,ITA,2021-04-29,13902475,1478530,4332348,51049,0,0,0,0
Italy,ITA,2021-04-30,14282630,1527318,4418731,65666,0,0,0,0
Italy,ITA,2021-05-01,14588411,1570022,4486675,83510,0,0,0,0
Italy,ITA,2021-05-02,14852019,1601048,4551295,95092,0,0,0,0
Italy,ITA,2021-05-03,15121037,1641714,4643524,106962,0,0,0,0
Italy,ITA,2021-05-04,15384621,1702628,4760320,119092,0,0,0,0
Italy,ITA,2021-05-05,15676399,1758130,4885653,133424,0,0,0,0
Italy,ITA,2021-05-06,16024913,1806748,4997526,146434,0,0,0,0
Italy,ITA,2021-05-07,16399543,1860139,5103046,158963,0,0,0,0
Italy,ITA,2021-05-08,16731809,1921059,5207230,176164,0,0,0,0
Italy,ITA,2021-05-09,16982656,1954157,5298552,185199,0,0,0,0
Italy,ITA,2021-05-10,17265528,1996458,5407491,193311,0,0,0,0
Italy,ITA,2021-05-11,17544523,2062606,5510793,203375,0,0,0,0
Italy,ITA,2021-05-12,17857681,2125026,5612010,212329,0,0,0,0
Italy,ITA,2021-05-13,18238019,2173900,5704801,220572,0,0,0,0
Italy,ITA,2021-05-14,18637665,2224372,5802518,228730,0,0,0,0
Italy,ITA,2021-05-15,19013525,2279820,5898930,246684,0,0,0,0
Italy,ITA,2021-05-16,19293036,2315262,5978261,262929,0,0,0,0
Italy,ITA,2021-05-17,19616343,2361067,6059187,280928,0,0,0,0
Italy,ITA,2021-05-18,19917459,2414470,6156827,299109,0,0,0,0
Italy,ITA,2021-05-19,20229938,2470090,6258453,317554,0,0,0,0
Italy,ITA,2021-05-20,20633856,2510808,6348559,337614,0,0,0,0
Italy,ITA,2021-05-21,21047054,2556129,6444079,356274,0,0,0,0
Italy,ITA,2021-05-22,21379166,2622622,6530555,394636,0,0,0,0
Italy,ITA,2021-05-23,21635448,2677955,6591082,430620,0,0,0,0
Italy,ITA,2021-05-24,21917273,2747876,6671992,463130,0,0,0,0
Italy,ITA,2021-05-25,22167636,2846364,6774030,492536,0,0,0,0
Italy,ITA,2021-05-26,22449701,2954756,6880858,523627,0,0,0,0
Italy,ITA,2021-05-27,22841461,3031940,6981043,545716,0,0,0,0
Italy,ITA,2021-05-28,23254370,3095224,7079885,566220,0,0,0,0
Italy,ITA,2021-05-29,23627374,3152599,7155793,585291,0,0,0,0
Italy,ITA,2021-05-30,23920306,3192897,7206352,604188,0,0,0,0
Italy,ITA,2021-05-31,24180966,3280109,7282395,660726,0,0,0,0
Italy,ITA,2021-06-01,24433590,3362799,7349084,727939,0,0,0,0
Italy,ITA,2021-06-02,24722937,3410087,7387039,765857,0,0,0,0
Italy,ITA,2021-06-03,25165460,3463033,7451799,803780,0,0,0,0
Italy,ITA,2021-06-04,25629553,3521459,7514712,851719,0,0,0,0
Italy,ITA,2021-06-05,26081630,3565575,7580357,909024,0,0,0,0
Italy,ITA,2021-06-06,26447065,3596012,7648152,958113,0,0,0,0
Italy,ITA,2021-06-07,26859357,3642379,7723865,995472,0,0,0,0
Italy,ITA,2021-06-08,27259100,3703737,7804626,1036451,0,0,0,0
Italy,ITA,2021-06-09,27661605,3771271,7890969,1074925,0,0,0,0
Italy,ITA,2021-06-10,28144747,3814376,7966334,1107856,0,0,0,0
Italy,ITA,2021-06-11,28640976,3853771,8030279,1131862,0,0,0,0
Italy,ITA,2021-06-12,29120151,3899408,8057325,1147072,0,0,0,0
Italy,ITA,2021-06-13,29483233,3948990,8074819,1152810,0,0,0,0
Italy,ITA,2021-06-14,29923311,4004339,8106622,1159675,0,0,0,0
Italy,ITA,2021-06-15,30338241,4081750,8144187,1166790,0,0,0,0
Italy,ITA,2021-06-16,30756353,4169178,8188983,1174824,0,0,0,0
Italy,ITA,2021-06-17,31241698,4238520,8231727,1182762,0,0,0,0
Italy,ITA,2021-06-18,31747201,4295002,8273784,1188715,0,0,0,0
Italy,ITA,2021-06-19,32211466,4350580,8308924,1193220,0,0,0,0
Italy,ITA,2021-06-20,32568932,4398203,8339207,1195779,0,0,0,0
Italy,ITA,2021-06-21,33010579,4458699,8391302,1200645,0,0,0,0
Italy,ITA,2021-06-22,33440662,4543941,8442846,1205845,0,0,0,0
Italy,ITA,2021-06-23,33862870,4630875,8496879,1211515,0,0,0,0
Italy,ITA,2021-06-24,34372608,4682742,8541961,1216992,0,0,0,0
Italy,ITA,2021-06-25,34875737,4732761,8601701,1222052,0,0,0,0
Italy,ITA,2021-06-26,35319985,4788093,8654039,1225640,0,0,0,0
Italy,ITA,2021-06-27,35658617,4835900,8696224,1228920,0,0,0,0
Italy,ITA,2021-06-28,36086874,4895592,8764109,1232938,0,0,0,0
Italy,ITA,2021-06-29,36476193,4971224,8859195,1236616,0,0,0,0
Italy,ITA,2021-06-30,36870660,5040765,8964227,1241412,0,0,0,0
Italy,ITA,2021-07-01,37299244,5091906,9048905,1246483,0,0,0,0
Italy,ITA,2021-07-02,37712998,5143812,9134922,1250673,0,0,0,0
Italy,ITA,2021-07-03,38102139,5196914,9217334,1253394,0,0,0,0
Italy,ITA,2021-07-04,38409313,5237186,9282106,1255876,0,0,0,0
Italy,ITA,2021-07-05,38775053,5320279,9369880,1260097,0,0,0,0
Italy,ITA,2021-07-06,39143188,5394382,9462294,1264139,0,0,0,0
Italy,ITA,2021-07-07,39510134,5465089,9570045,1267412,0,0,0,0
Italy,ITA,2021-07-08,39945907,5514295,9667696,1270682,0,0,0,0
Italy,ITA,2021-07-09,40385217,5566271,9772471,1273663,0,0,0,0
Italy,ITA,2021-07-10,40808498,5609404,9873395,1275587,0,0,0,0
Italy,ITA,2021-07-11,41123928,5640936,9935969,1277415,0,0,0,0
Italy,ITA,2021-07-12,41525718,5699810,10039169,1280805,0,0,0,0
Italy,ITA,2021-07-13,41931089,5771732,10130671,1283859,0,0,0,0
Italy,ITA,2021-07-14,42316172,5852892,10228028,1287810,0,0,0,0
Italy,ITA,2021-07-15,42767759,5919499,10320423,1291835,0,0,0,0
Italy,ITA,2021-07-16,43207812,5980464,10412433,1295356,0,0,0,0
Italy,ITA,2021-07-17,43600910,6040382,10495325,1297690,0,0,0,0
Italy,ITA,2021-07-18,43921584,6095557,10563033,1299177,0,0,0,0
Italy,ITA,2021-07-19,44335644,6159758,10656537,1302357,0,0,0,0
Italy,ITA,2021-07-20,44726777,6234746,10754661,1305855,0,0,0,0
Italy,ITA,2021-07-21,45109877,6322377,10863270,1311015,0,0,0,0
Italy,ITA,2021-07-22,45526930,6397348,10973622,1315575,0,0,0,0
Italy,ITA,2021-07-23,45929333,6469405,11082422,1320116,0,0,0,0
Italy,ITA,2021-07-24,46262598,6540980,11168263,1324564,0,0,0,0
Italy,ITA,2021-07-25,46516368,6590133,11225824,1327328,0,0,0,0
Italy,ITA,2021-07-26,46913302,6666759,11312129,1332579,0,0,0,0
Italy,ITA,2021-07-27,47318741,6749043,11391850,1338682,0,0,0,0
Italy,ITA,2021-07-28,47668180,6852844,11471133,1345478,0,0,0,0
Italy,ITA,2021-07-29,48029282,6957034,11539929,1351287,0,0,0,0
Italy,ITA,2021-07-30,48377031,7061451,11597669,1357123,0,0,0,0
Italy,ITA,2021-07-31,48669997,7149434,11645022,1361312,0,0,0,0
Italy,ITA,2021-08-01,48857765,7219647,11680589,1363670,0,0,0,0
Italy,ITA,2021-08-02,49196266,7307782,11727444,1368019,0,0,0,0
Italy,ITA,2021-08-03,49538593,7393948,11763647,1371989,0,0,0,0
Italy,ITA,2021-08-04,49878999,7488545,11802888,1375632,0,0,0,0
Italy,ITA,2021-08-05,50218307,7574908,11835600,1379122,0,0,0,0
Italy,ITA,2021-08-06,50536843,7658397,11868710,1383156,0,0,0,0
Italy,ITA,2021-08-07,50783389,7727380,11895317,1386154,0,0,0,0
Italy,ITA,2021-08-08,50965865,7785961,11912205,1387713,0,0,0,0
Italy,ITA,2021-08-09,51261708,7872312,11933836,1391205,0,0,0,0
Italy,ITA,2021-08-10,51530512,7957307,11953795,1394770,0,0,0,0
Italy,ITA,2021-08-11,51790029,8033631,11972622,1398802,0,0,0,0
Italy,ITA,2021-08-12,52047631,8096214,11987542,1402400,0,0,0,0
Italy,ITA,2021-08-13,52279535,8146907,11998581,1405210,0,0,0,0
Italy,ITA,2021-08-14,52370515,8178073,12003886,1406233,0,0,0,0
Italy,ITA,2021-08-15,52409608,8188884,12006226,1406749,0,0,0,0
Italy,ITA,2021-08-16,52585499,8235537,12016487,1408774,0,0,0,0
Italy,ITA,2021-08-17,52763983,8289592,12031546,1412037,0,0,0,0
Italy,ITA,2021-08-18,52953779,8343063,12044064,1415577,0,0,0,0
Italy,ITA,2021-08-19,53125970,8397401,12056567,1418773,0,0,0,0
Italy,ITA,2021-08-20,53288053,8453771,12066659,1420864,0,0,0,0
Italy,ITA,2021-08-21,53391400,8497037,12074780,1422321,0,0,0,0
Italy,ITA,2021-08-22,53466844,8526395,12081516,1423890,0,0,0,0
Italy,ITA,2021-08-23,53683988,8604700,12092791,1427545,0,0,0,0
Italy,ITA,2021-08-24,53889222,8670775,12099450,1430230,0,0,0,0
Italy,ITA,2021-08-25,54108144,8737933,12105035,1433209,0,0,0,0
Italy,ITA,2021-08-26,54320776,8799186,12110140,1435959,0,0,0,0
Italy,ITA,2021-08-27,54531937,8871739,12114328,1438216,0,0,0,0
Italy,ITA,2021-08-28,54694017,8933009,12116401,1439671,0,0,0,0
Italy,ITA,2021-08-29,54815591,8969842,12117850,1440545,0,0,0,0
Italy,ITA,2021-08-30,55076277,9053688,12120958,1442903,0,0,0,0
Italy,ITA,2021-08-31,55315149,9133360,12123878,1445170,0,0,0,0
Italy,ITA,2021-09-01,55535340,9221735,12126949,1447021,0,0,0,0
Italy,ITA,2021-09-02,55748604,9302149,12128963,1449441,0,0,0,0
Italy,ITA,2021-09-03,55960919,9381893,12130807,1451139,0,0,0,0
Italy,ITA,2021-09-04,56114598,9446219,12132061,1452237,0,0,0,0
Italy,ITA,2021-09-05,56207365,9495228,12132635,1452849,0,0,0,0
Italy,ITA,2021-09-06,56408558,9580818,12133773,1454246,0,0,0,0
Italy,ITA,2021-09-07,56600226,9668825,12134884,1455514,0,0,0,0
Italy,ITA,2021-09-08,56786202,9751093,12136233,1457067,0,0,0,0
Italy,ITA,2021-09-09,56982551,9830268,12137200,1458495,0,0,0,0
Italy,ITA,2021-09-10,57180594,9903521,12138045,1459523,0,0,0,0
Italy,ITA,2021-09-11,57338832,9948670,12138651,1460422,0,0,0,0
Italy,ITA,2021-09-12,57444159,9974449,12138987,1460926,0,0,0,0
Italy,ITA,2021-09-13,57642946,10030128,12139873,1461705,0,0,0,0
Italy,ITA,2021-09-14,57825528,10084765,12140620,1462565,0,0,0,0
Italy,ITA,2021-09-15,58000978,10130880,12141353,1463431,0,0,0,0
Italy,ITA,2021-09-16,58171392,10174456,12142006,1464424,0,0,0,0
Italy,ITA,2021-09-17,58342236,10219981,12142622,1465193,0,0,0,0
Italy,ITA,2021-09-18,58508367,10258970,12143113,1466193,0,0,0,0
Italy,ITA,2021-09-19,58618724,10278386,12143343,1466718,0,0,0,0
Italy,ITA,2021-09-20,58832247,10328357,12144235,1467647,0,0,0,0
Italy,ITA,2021-09-21,59037264,10376268,12144908,1468771,0,0,0,0
Italy,ITA,2021-09-22,59243036,10419286,12145506,1469691,0,0,0,0
Italy,ITA,2021-09-23,59431718,10457028,12146064,1470880,0,0,0,0
Italy,ITA,2021-09-24,59622705,10497495,12146841,1471925,0,0,0,0
Italy,ITA,2021-09-25,59790414,10532114,12147369,1472989,0,0,0,0
Italy,ITA,2021-09-26,59897937,10550134,12147655,1473703,0,0,0,0
Italy,ITA,2021-09-27,60079699,10586662,12148249,1474781,0,0,0,0
Italy,ITA,2021-09-28,60243821,10620950,12148862,1475659,0,0,0,0
Italy,ITA,2021-09-29,60401866,10655926,12149512,1476409,0,0,0,0
Italy,ITA,2021-09-30,60557540,10694826,12150320,1477816,0,0,0,0
Italy,ITA,2021-10-01,60690456,10726458,12150825,1478351,0,0,0,0
Italy,ITA,2021-10-02,60804726,10752540,12151227,1478861,0,0,0,0
Italy,ITA,2021-10-03,60871989,10766273,12151451,1479137,0,0,0,0
Italy,ITA,2021-10-04,60995548,10790676,12151886,1479588,0,0,0,0
Italy,ITA,2021-10-05,61109597,10815090,12152259,1480103,0,0,0,0
Italy,ITA,2021-10-06,61217621,10838029,12152599,1480613,0,0,0,0
Italy,ITA,2021-10-07,61325917,10861823,12152985,1481197,0,0,0,0
Italy,ITA,2021-10-08,61445429,10886774,12153343,1481860,0,0,0,0
Italy,ITA,2021-10-09,61554024,10907157,12153615,1482504,0,0,0,0
Italy,ITA,2021-10-10,61614742,10919377,12153744,1482859,0,0,0,0
Italy,ITA,2021-10-11,61740821,10939675,12154240,1483310,0,0,0,0
Italy,ITA,2021-10-12,61865759,10961908,12154604,1484012,0,0,0,0
